article_id,article_version,hcpc_code_group,paragraph,last_updated
58726,82,8,"&lt;p style=&quot;line-height: normal;&quot;&gt;&lt;strong&gt;Conditionally Non-covered CPT codes:&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p style=&quot;line-height: normal;&quot;&gt;The following CPT codes are NOT covered for a given beneficiary on the same DOS when &lt;strong&gt;&amp;gt;1&lt;&sol;strong&gt; is billed in combination with another CPT or PLA code from Groups 1-7 &lt;em&gt;for the same intended use.&lt;&sol;em&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;span style=&quot;line-height: 107%;&quot;&gt;Additionally, the following CPT codes are NOT covered for a given beneficiary on the same DOS when &lt;strong&gt;&amp;gt;2&lt;&sol;strong&gt; are billed &lt;em&gt;for the same intended use.&lt;&sol;em&gt;&lt;&sol;span&gt;&lt;&sol;p&gt;",02/24/2026
58726,82,9,"&lt;p&gt;&lt;strong&gt;Zoonotic Infection Panels:&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;This code is reimbursed under limited circumstances.&amp;#160;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;Note also the additional diagnostic guidance provided by the Centers for Disease Control and Prevention (CDC):&lt;&sol;strong&gt; &lt;a href=&quot;https:&sol;&sol;www.cdc.gov&sol;ticks&sol;hcp&sol;data-research&sol;tickborne-disease-reference-guide&sol;&quot; target=&quot;_blank&quot; rel=&quot;noopener&quot;&gt;https:&sol;&sol;www.cdc.gov&sol;ticks&sol;hcp&sol;data-research&sol;tickborne-disease-reference-guide&sol;&lt;&sol;a&gt;&lt;&sol;p&gt;
&lt;p&gt;&amp;#160;&lt;&sol;p&gt;",02/24/2026
58726,82,10,"&lt;p&gt;&lt;strong&gt;Joint Infection Panels:&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;This code is reimbursed under limited circumstances.&lt;&sol;p&gt;",02/24/2026
58726,82,11,"&lt;p&gt;&lt;p style=&quot;text-align: justify; line-height: 98%;&quot;&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 98%;&quot;&gt;Non-Urogenital&sol;Anogenital Cutaneous&sol;Mucocutaneous &lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 98%;&quot;&gt;Lesion Panels:&lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p style=&quot;text-align: justify; line-height: 98%;&quot;&gt;&lt;span style=&quot;line-height: 98%;&quot;&gt;This code is reimbursed under limited circumstances.&lt;&sol;span&gt;&lt;&sol;p&gt;&lt;&sol;p&gt;",02/24/2026
58726,82,12,"&lt;p&gt;&lt;p style=&quot;line-height: 12.2pt;&quot;&gt;&lt;strong&gt;Onychomycosis Panels:&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p style=&quot;line-height: 90%;&quot;&gt;&lt;span style=&quot;line-height: 90%;&quot;&gt;This code is only reimbursed for patients with a confirmed histopathologic diagnosis of an infiltrative&sol;invasive fungal onychomycosis and whose culture (and antifungal susceptibility) of the nail is negative or cannot be performed.&lt;&sol;span&gt;&lt;&sol;p&gt;&lt;&sol;p&gt;",02/24/2026
58456,43,1,"&lt;p&gt;&lt;strong&gt;This group includes NGS-based MRD tests for the purpose of diagnosing disease progression, recurrence, or relapse. &lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;If no relevant CPT&amp;#174; code exists for the test submitted, you may bill with the NOC code 81479.&lt;&sol;p&gt;",02/24/2026
58456,43,2,&lt;p&gt;&lt;strong&gt;This group includes tests for monitoring the response to immune-checkpoint inhibitor (ICI) therapy. &lt;&sol;strong&gt;&lt;&sol;p&gt;,02/24/2026
58456,43,3,"&lt;p&gt;&lt;p style=&quot;line-height: 98%;&quot;&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 98%;&quot;&gt;This group includes MRD tests that do not use NGS for the purpose of diagnosing disease progression, recurrence, or relapse.&lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;&lt;&sol;p&gt;",02/24/2026
56454,12,1,,02/23/2026
53296,23,1,,02/23/2026
58095,16,1,,02/23/2026
58227,20,1,&lt;p&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Note: &lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;strong&gt; &lt;&sol;strong&gt;&lt;&sol;span&gt;&lt;&sol;p&gt;,02/23/2026
59244,18,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/23/2026
59244,18,2,"&lt;p&gt;The following CPT&sol;HCPCS codes are non-covered. This is not an inclusive list of non-covered codes.&lt;&sol;p&gt;
&lt;p&gt;&lt;span style=&quot;line-height: 107%;&quot;&gt;&amp;nbsp;&lt;&sol;span&gt;&lt;&sol;p&gt;",02/23/2026
59244,18,3,&lt;p&gt;&lt;strong&gt;For ASC facility and OPPS hospital outpatient department claims only.&lt;&sol;strong&gt;&lt;&sol;p&gt;,02/23/2026
54660,14,1,,02/23/2026
57083,14,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/23/2026
59466,7,1,"&lt;p&gt;2 Codes covered by the provisions of this Local Coverage Determination&lt;&sol;p&gt;
&lt;p&gt;(Providers are reminded to refer to the long descriptors of the CPT codes in their CPT Code Book)&lt;&sol;p&gt;
&lt;p&gt;The addition of the level of treatment should be recorded with any other modifier required on the claim line with the procedure code.&lt;&sol;p&gt;",02/23/2026
59175,11,1,"&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Procedure codes may be subject to National Correct Coding Initiative (NCCI) edits or OPPS packaging edits. Refer to NCCI and OPPS requirements prior to billing Medicare.&lt;&sol;span&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt; &lt;&sol;span&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;For services requiring a referring&sol;ordering physician, the name and NPI of the referring&sol;ordering physician must be reported on the claim.&lt;&sol;span&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt; &lt;&sol;span&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;A claim submitted without a valid ICD-10-CM diagnosis code will be returned to the provider as an incomplete claim under &amp;sect;1833(e) of the Social Security Act.&lt;&sol;span&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;All services&sol;procedures performed on the same day for the same beneficiary by the physician&sol;provider should be billed on the same claim.&lt;&sol;span&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt; &lt;&sol;span&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Billing for preparatory services&sol;acquisition costs is covered in CMS Internet-Only Manual, Pub. 100-04, Medicare Claims Processing Manual, Chapter 3, &amp;sect;90.3.1 Allogeneic for Stem Cell Transplantation.&lt;&sol;span&gt;&lt;&sol;p&gt;",02/23/2026
52848,42,1,,02/21/2026
52848,42,2,,02/21/2026
56472,23,1,,02/21/2026
56472,23,2,,02/21/2026
56646,24,1,"&lt;p&gt;Injection of a chemodenervation agent for the treatment of achalasia is a procedure that should be done by providers with training to treat diseases of the gastrointestinal (GI) tract (e.g., gastroenterologists and surgeons). Refer to the Upper Gastrointestinal Endoscopy and Visualization L34434 LCD for guidelines for the treatment of achalasia.&lt;&sol;p&gt;
&lt;p&gt;Use CPT&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt; codes 95873 and 95874, in addition to, the code for the primary procedure CPT&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt; codes 64612, 64615, 64616, 64642, 64643, 64644, 64645, 64646, 64647, 64653, 64999.&lt;&sol;p&gt;
&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;",02/21/2026
56646,24,2,&lt;p&gt;HCPCS Codes&lt;&sol;p&gt;,02/21/2026
57474,34,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/21/2026
56455,12,1,,02/20/2026
56494,17,1,,02/20/2026
56471,18,1,,02/20/2026
56816,16,1,,02/20/2026
56456,32,1,,02/20/2026
56460,14,1,,02/20/2026
56457,15,1,,02/20/2026
57179,22,1,&lt;p&gt;&lt;strong&gt;Note:&lt;&sol;strong&gt; Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;,02/20/2026
56505,41,1,&lt;p&gt;&lt;strong&gt;Note:&lt;&sol;strong&gt; Providers are reminded to refer to the long descriptors of the CPT code in their CPT books.&lt;&sol;p&gt;,02/20/2026
57592,19,1,&lt;p&gt;Note: Diagnosis codes must be coded to the highest level of specificity.&lt;&sol;p&gt;,02/20/2026
57592,19,2,&lt;p&gt;&lt;strong&gt;Non-covered&lt;&sol;strong&gt;&lt;&sol;p&gt;,02/20/2026
59700,5,1,,02/20/2026
55197,35,1,,02/20/2026
54953,70,1,&lt;p&gt;See above&lt;&sol;p&gt;,02/20/2026
56050,15,1,,02/19/2026
59423,4,1,&lt;p&gt;The following codes represent currently available biomarkers for chronic pain.&lt;&sol;p&gt;,02/19/2026
56289,14,1,,02/19/2026
59163,7,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/19/2026
59318,13,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/19/2026
59318,13,2,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/19/2026
59318,13,3,&lt;p&gt;&lt;span style=&quot;line-height: 107%;&quot;&gt;The following apply to A9552 &lt;&sol;span&gt;&lt;span style=&quot;line-height: 107%; background: white;&quot;&gt;(FLUORODEOXYGLUCOSE F-18 FDG)&lt;&sol;span&gt;&lt;&sol;p&gt;,02/19/2026
59318,13,4,&lt;p&gt;&lt;span style=&quot;background: white;&quot;&gt;The following CPT&sol;HCPCS are Non-Covered.&lt;&sol;span&gt;&lt;&sol;p&gt;,02/19/2026
57774,16,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/19/2026
54424,20,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/19/2026
54447,26,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/19/2026
54482,16,1,,02/19/2026
54486,13,1,,02/19/2026
54500,24,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/19/2026
54976,16,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/19/2026
55265,13,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/19/2026
55295,30,1,"&lt;p&gt;&lt;span style=&quot;text-align: left; color: #212529; text-transform: none; line-height: 16.1px; text-indent: 0px; letter-spacing: normal; font-family: Verdana, &#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-weight: 400; word-spacing: 0px; white-space: normal; box-sizing: border-box; orphans: 2; widows: 2; background-color: #ffffff; -webkit-text-stroke-width: 0px; font-variant-ligatures: normal; font-variant-caps: normal; text-decoration-style: initial; text-decoration-color: initial;&quot;&gt;CPT&lt;sup style=&quot;top: -0.5em; line-height: 0; font-size: 10.5px; vertical-align: baseline; position: relative; box-sizing: border-box;&quot;&gt;&amp;reg;&lt;&sol;sup&gt; codes that are also referenced in other articles&lt;&sol;span&gt;&lt;span style=&quot;text-align: left; color: #212529; text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: Verdana, &#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-weight: 400; word-spacing: 0px; float: none; display: inline !important; white-space: normal; orphans: 2; widows: 2; background-color: #ffffff; -webkit-text-stroke-width: 0px; font-variant-ligatures: normal; font-variant-caps: normal; text-decoration-style: initial; text-decoration-color: initial;&quot;&gt;.&lt;&sol;span&gt;&lt;&sol;p&gt;",02/19/2026
55600,17,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/19/2026
55600,17,2,"&lt;p&gt;The following should be reported for ABL1 Kinase Domain Mutation Analysis for the detection of acquired imatinib tyrosine kinase inhibitor resistance.&lt;&sol;p&gt;
&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;",02/19/2026
55602,24,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/19/2026
55628,14,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/19/2026
55712,22,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/19/2026
58674,8,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/19/2026
59642,32,1,&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;The codes listed below fall within scope of the associated policy but do not automatically imply coverage.&lt;&sol;span&gt;&lt;&sol;p&gt;,02/19/2026
59687,6,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/19/2026
59744,5,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/19/2026
56565,20,1,&lt;p&gt;CPT&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt; code 83880 may be reasonable once a month for an individual patient. There must be supportive documentation in the medical record to demonstrate the medical necessity of more frequent testing.&lt;&sol;p&gt;,02/14/2026
57484,22,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/11/2026
58120,17,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/09/2026
58673,8,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/09/2026
59685,5,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/09/2026
59743,5,1,,02/09/2026
54480,16,1,,02/09/2026
54484,13,1,,02/09/2026
55596,13,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/09/2026
55597,24,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/09/2026
55623,16,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/09/2026
55624,34,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/09/2026
57842,11,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/09/2026
54445,27,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/09/2026
55264,14,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/09/2026
56103,14,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/09/2026
56103,14,2,&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;CPT&lt;sup&gt;&lt;span style=&quot;font-size: small;&quot;&gt;&amp;reg;&lt;&sol;span&gt;&lt;&sol;sup&gt; codes that are also referenced in other articles.&lt;&sol;span&gt;&lt;&sol;p&gt;,02/09/2026
57970,13,1,&lt;p&gt;The following codes are not covered&lt;&sol;p&gt;,02/09/2026
54418,28,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/09/2026
54422,21,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/09/2026
54498,24,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/09/2026
55294,34,1,&lt;p&gt;CPT&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt; codes that are also referenced in other articles.&lt;&sol;p&gt;,02/09/2026
54386,38,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/09/2026
54975,17,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/09/2026
55595,17,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/09/2026
55595,17,2,&lt;p&gt;The following should be reported for ABL1 Kinase Domain Mutation Analysis for the detection of acquired imatinib tyrosine kinase inhibitor resistance.&lt;&sol;p&gt;,02/09/2026
55711,24,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/09/2026
57670,8,1,&lt;p&gt;&lt;strong&gt;Note:&lt;&sol;strong&gt; Providers are reminded to refer to the long descriptors of the CPT&sol;HCPCS codes in their CPT&sol;HCPCS book.&lt;&sol;p&gt;,02/06/2026
58573,13,1,"&lt;p&gt;&lt;strong&gt;Dermabrasion&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;Note: &lt;&sol;strong&gt;Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;",02/06/2026
58573,13,2,"&lt;p&gt;&lt;strong&gt;Abdominal Lipectomy&sol;Panniculectomy&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;Note:&lt;&sol;strong&gt; &lt;strong&gt;CPT code 15847 &lt;&sol;strong&gt;is an add-on code that can only be used in conjunction with &lt;strong&gt;CPT code 15830&lt;&sol;strong&gt;.&lt;&sol;p&gt;",02/06/2026
58573,13,3,&lt;p&gt;&lt;strong&gt;Reconstructive Breast Surgery: Removal of Breast Implants&lt;&sol;strong&gt;&lt;&sol;p&gt;,02/06/2026
58573,13,4,&lt;p&gt;&lt;strong&gt;Reduction Mammaplasty&lt;&sol;strong&gt;&lt;&sol;p&gt;,02/06/2026
58573,13,5,"&lt;p&gt;&lt;strong&gt;Mastectomy for Gynecomastia&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;Liposuction or ultrasonically assisted liposuction (&lt;strong&gt;15877&lt;&sol;strong&gt; suction assisted lipectomy; trunk) used for the treatment of gynecomastia is considered integral to the primary procedure and not covered.&lt;&sol;p&gt;",02/06/2026
58573,13,6,"&lt;p&gt;&lt;strong&gt;Rhinoplasty&sol;Nasal Reconstructive Surgery&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;The following CPT codes associated with the services outlined in this Billing and Coding Article will not have diagnosis code limitations applied at this time: &lt;strong&gt;20912, 21210, &lt;&sol;strong&gt;or&lt;strong&gt; 21235&lt;&sol;strong&gt;.&lt;&sol;p&gt;",02/06/2026
56587,48,1,"&lt;p&gt;&lt;strong&gt;Dermabrasion&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;Note: &lt;&sol;strong&gt;Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;",02/06/2026
56587,48,2,"&lt;p&gt;&lt;strong&gt;Abdominal Lipectomy&sol;Panniculectomy&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;Note:&lt;&sol;strong&gt; &lt;strong&gt;CPT code 15847 &lt;&sol;strong&gt;is an add-on code that can only be used in conjunction with &lt;strong&gt;CPT code 15830&lt;&sol;strong&gt;.&lt;&sol;p&gt;",02/06/2026
56587,48,3,&lt;p&gt;&lt;strong&gt;Reconstructive Breast Surgery: Removal of Breast Implants&lt;&sol;strong&gt;&lt;&sol;p&gt;,02/06/2026
56587,48,4,&lt;p&gt;&lt;strong&gt;Reduction Mammaplasty&lt;&sol;strong&gt;&lt;&sol;p&gt;,02/06/2026
56587,48,5,"&lt;p&gt;&lt;strong&gt;Mastectomy for Gynecomastia&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;Liposuction or ultrasonically assisted liposuction (&lt;strong&gt;15877&lt;&sol;strong&gt; suction assisted lipectomy; trunk) used for the treatment of gynecomastia is considered integral to the primary procedure and not covered.&lt;&sol;p&gt;",02/06/2026
56587,48,6,"&lt;p&gt;&lt;strong&gt;Rhinoplasty&sol;Nasal Reconstructive Surgery&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;The following CPT codes associated with the services outlined in this Billing and Coding Article will not have diagnosis code limitations applied at this time: &lt;strong&gt;20912, 21210, &lt;&sol;strong&gt;or&lt;strong&gt; 21235&lt;&sol;strong&gt;.&lt;&sol;p&gt;",02/06/2026
57332,55,1,"&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;For the following CPT&lt;sup&gt;&amp;#174;&lt;&sol;sup&gt; codes associated with germline testing, a beneficiary may only be covered for one test per lifetime. This list does not imply coverage for any of the below codes; it identifies codes within scope of the Repeat Germline Testing Policy. &lt;&sol;span&gt;&lt;&sol;p&gt;
&lt;p&gt;If non-duplicative testing is considered medically reasonable and necessary but utilizes the same billing codes as prior testing, please use a -77 modifier to trigger a medical review for coverage. This includes testing to identify different genetic content or information, such as different variant types or classes, or leveraging newer and more sensitive methodologies. Providers will be expected to provide a rationale for additional testing.&lt;&sol;p&gt;",02/05/2026
57332,55,2,"&lt;p&gt;&lt;span style=&quot;text-decoration: underline;&quot;&gt;&lt;strong&gt;For tests billed under the Not Otherwise Classified (NOC) CPT&amp;#174; code 81479:&lt;&sol;strong&gt;&lt;&sol;span&gt;&lt;br &sol;&gt;Tests billed under the NOC CPT&lt;sup&gt;&amp;#174;&lt;&sol;sup&gt; code 81479 that are used for germline testing and are further defined by a unique identifier (such as a Z-Identifier code) are limited to once per lifetime, as are such tests that are duplicative.&lt;&sol;p&gt;
&lt;p&gt;If non-duplicative testing of such a test is considered medically reasonable and necessary, please use a -77 modifier to trigger a medical review.&lt;&sol;p&gt;",02/05/2026
57487,10,1,,02/05/2026
57517,13,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/05/2026
57527,84,1,&lt;p&gt;The codes listed below fall within scope of the associated policy but do not automatically imply coverage.&amp;#160;&lt;&sol;p&gt;,02/05/2026
57527,84,2,&lt;p&gt;For DNA&sol;RNA based testing that use CPT&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt; code 87999 a Z-code is required for claims submission. Any remaining molecular microbiology tests that are non-FDA approved&sol;cleared services&sol;tests also require a Z-code for claims submission.&lt;&sol;p&gt;,02/05/2026
57892,37,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/05/2026
57892,37,2,"&lt;p&gt;&lt;!&amp;mdash;&amp;mdash;StartFragment &amp;mdash;&amp;mdash;&gt;&lt;&sol;p&gt;
&lt;p class=&quot;pf0&quot;&gt;&lt;span class=&quot;cf0&quot;&gt;The following should be reported for ABL1 Kinase Domain Mutation Analysis for the detection of acquired imatinib tyrosine kinase inhibitor resistance.&lt;&sol;span&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;!&amp;mdash;&amp;mdash;EndFragment &amp;mdash;&amp;mdash;&gt;&lt;&sol;p&gt;",02/05/2026
58053,8,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/05/2026
58187,25,1,"&lt;p&gt;If a test for FGFR2 and&sol;or FGFR3 is performed as part of a panel, it must be billed as part of the panel.&lt;&sol;p&gt;
&lt;p&gt;Many of these codes refer to more than 1 possible gene. As such, these codes may be mentioned in unrelated coverage articles as well.&lt;&sol;p&gt;",02/05/2026
58681,29,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/05/2026
58681,29,2,,02/05/2026
58681,29,3,"&lt;p&gt;&lt;!&amp;mdash;&amp;mdash;&amp;mdash;StartFragment &amp;mdash;&amp;mdash;&amp;mdash;&gt;&lt;&sol;p&gt;
&lt;p class=&quot;pf0&quot;&gt;&lt;span class=&quot;cf0&quot;&gt;These code(s) are non-covered.&lt;&sol;span&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;!&amp;mdash;&amp;mdash;&amp;mdash;EndFragment &amp;mdash;&amp;mdash;&amp;mdash;&gt;&lt;&sol;p&gt;",02/05/2026
58997,29,1,"&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;This group covers NGS-based MRD tests not otherwise allocated into a separate Group below. Note: if a test is allocated into a separate Group, refer to the billing and coding instructions for the relevant Group. &lt;&sol;span&gt;&lt;span style=&quot;background: white; line-height: 115%;&quot;&gt;If no relevant CPT&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt; code exist for the test submitted, you may bill with the NOC code 81479.&lt;&sol;span&gt;&lt;&sol;p&gt;",02/05/2026
58997,29,2,"&lt;p&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;CLONOSEQ&lt;sup&gt;&amp;reg; &lt;&sol;sup&gt;&lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Use CPT&lt;sup&gt;&amp;reg; &lt;&sol;sup&gt;81479 for claims on or after 3&sol;16&sol;2018&lt;&sol;span&gt;&lt;&sol;p&gt;
&lt;p&gt;Use PLA 0364U to describe the service for patients with a personal history of cancer. This code has been approved for patients with a history of Mantle Cell Lymphoma.&lt;&sol;p&gt;",02/05/2026
58997,29,3,"&lt;p&gt;&lt;strong&gt;Single-gene and panel testing by PCR&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;ul&gt;
&lt;li&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Regarding single-gene and panel testing of genes &amp;ndash; &lt;&sol;span&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Refer to Billing and Coding: MolDX: Molecular Diagnostic Tests (MDT) A57527 and Billing and Coding: MolDX: Testing of Multiple Genes A58121&lt;&sol;span&gt;&lt;&sol;li&gt;
&lt;li&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Regarding BCR-ABL1 testing &amp;ndash; &lt;&sol;span&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Refer to Billing and Coding: MolDX: BCR-ABL A55600 for BCR-ABL1 testing&lt;&sol;span&gt;&lt;&sol;li&gt;
&lt;&sol;ul&gt;",02/05/2026
58997,29,4,&lt;p&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Immunoglobulin and T cell receptor gene rearrangement analysis&lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;,02/05/2026
59511,5,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/05/2026
59837,8,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/05/2026
59874,9,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/05/2026
53057,67,1,,02/04/2026
53058,65,1,&lt;p&gt;The following codes should be used by Physical Therapists&lt;&sol;p&gt;,02/04/2026
53058,65,2,&lt;p&gt;Other CPT&sol;HCPCS codes found in this policy are for informational and descriptive use only&lt;&sol;p&gt;,02/04/2026
56730,27,1,"&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;CPT&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt; codes 94760, 94761, and 94762 are included in the critical care services listed in &lt;em&gt;&lt;strong&gt;Group 2: Codes&lt;&sol;strong&gt;&lt;&sol;em&gt;. These codes will not be paid separately when billed with a critical care code.&lt;&sol;span&gt;&lt;&sol;p&gt;",02/04/2026
56730,27,2,&lt;p&gt;&lt;p style=&quot;line-height: normal;&quot;&gt;Critical Care Codes&lt;&sol;p&gt;&lt;&sol;p&gt;,02/04/2026
56717,35,1,,02/04/2026
53065,76,1,,02/04/2026
53064,87,1,,02/04/2026
56432,25,1,"&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;&lt;strong&gt;Note&lt;&sol;strong&gt;&lt;&sol;span&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;: &lt;&sol;span&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;The new biosimilar payment policy also makes the use of modifiers that describe the manufacturer of a biosimilar product unnecessary. Therefore, modifiers ZA, ZB and ZC will be discontinued for dates of service on or after April 1, 2018. However, please note that HCPCS code Q5102 and the requirement to use applicable biosimilar modifiers remain in effect for dates of service prior to April 1, 2018.&lt;&sol;span&gt;&lt;&sol;p&gt;",02/04/2026
59371,7,1,,02/04/2026
59036,23,1,,02/04/2026
59036,23,2,&lt;p&gt;The following CPT codes cannot be reported together with 99483 on the same date of service.&lt;&sol;p&gt;,02/04/2026
56008,12,1,,01/29/2026
52507,156,1,,01/27/2026
